Feature,Percentage_Multiplier
building_area_total,0.1056
lot_width,-0.0779
bedrooms_above_grade,0.025
bathrooms_total_integer,0.0346
parking_total,0.0547
basement_score,0.0073
interior_score,0.0443
exterior_score,0.0076
