Feature,Percentage_Multiplier
building_area_total,0.0561
lot_width,0.0373
bedrooms_above_grade,0.0222
bathrooms_total_integer,0.0126
parking_total,0.0072
basement_score,0.0297
interior_score,0.0154
exterior_score,0.0246
