Feature,Percentage_Multiplier
building_area_total,-0.0223
lot_width,0.0563
bedrooms_above_grade,0.0548
bathrooms_total_integer,0.023
parking_total,0.0144
basement_score,0.0002
interior_score,0.0074
exterior_score,0.0168
