Feature,Percentage_Multiplier
building_area_total,0.0824
lot_width,-0.0428
bedrooms_above_grade,-0.0266
bathrooms_total_integer,0.0764
parking_total,0.0349
basement_score,0.0421
interior_score,0.027
exterior_score,0.0422
