Feature,Percentage_Multiplier
building_area_total,-0.0092
lot_width,-0.06
bedrooms_above_grade,-0.0155
bathrooms_total_integer,0.0842
parking_total,0.0586
basement_score,0.024
interior_score,0.1009
exterior_score,0.0095
