Feature,Percentage_Multiplier
building_area_total,0.0578
lot_width,0.0675
bedrooms_above_grade,0.0193
bathrooms_total_integer,0.0993
parking_total,0.1299
basement_score,0.0071
interior_score,0.0235
exterior_score,0.0334
