Feature,Percentage_Multiplier
building_area_total,0.0359
lot_width,-0.0178
bedrooms_above_grade,0.0204
bathrooms_total_integer,0.0204
parking_total,0.0188
basement_score,0.0169
interior_score,0.032
exterior_score,0.0194
