Feature,Percentage_Multiplier
building_area_total,0.0209
lot_width,0.0
bedrooms_above_grade,0.0324
bathrooms_total_integer,0.0
parking_total,-0.003
basement_score,0.0
interior_score,0.043
exterior_score,0.018
