Feature,Percentage_Multiplier
building_area_total,0.04
lot_width,0.0
bedrooms_above_grade,0.0069
bathrooms_total_integer,0.011
parking_total,0.0441
basement_score,0.0693
interior_score,0.0206
exterior_score,0.015
