Feature,Percentage_Multiplier
building_area_total,0.0192
lot_width,0.1064
bedrooms_above_grade,-0.0255
bathrooms_total_integer,0.125
parking_total,0.0479
basement_score,0.0198
interior_score,0.0331
exterior_score,0.0182
