Feature,Percentage_Multiplier
building_area_total,0.0144
lot_width,0.0367
bedrooms_above_grade,0.0122
bathrooms_total_integer,0.0392
parking_total,0.0354
basement_score,0.022
interior_score,0.0125
exterior_score,-0.0091
