Feature,Percentage_Multiplier
building_area_total,0.031
lot_width,0.045
bedrooms_above_grade,0.0156
bathrooms_total_integer,0.1093
parking_total,0.0224
basement_score,0.0065
interior_score,0.0322
exterior_score,0.0155
