Feature,Percentage_Multiplier
building_area_total,0.1629
lot_width,0.0
bedrooms_above_grade,0.0196
bathrooms_total_integer,0.0211
parking_total,0.0066
basement_score,-0.034
interior_score,0.0341
exterior_score,-0.0083
