Feature,Percentage_Multiplier
building_area_total,-0.0246
lot_width,0.0189
bedrooms_above_grade,0.0151
bathrooms_total_integer,0.2008
parking_total,0.03
basement_score,-0.006
interior_score,0.0421
exterior_score,-0.0083
