Feature,Percentage_Multiplier
building_area_total,0.0236
lot_width,0.0375
bedrooms_above_grade,0.0182
bathrooms_total_integer,0.0952
parking_total,0.0072
basement_score,-0.0183
interior_score,0.0196
exterior_score,0.0382
