Feature,Percentage_Multiplier
building_area_total,0.0303
lot_width,0.0201
bedrooms_above_grade,0.0545
bathrooms_total_integer,0.031
parking_total,0.0077
basement_score,0.012
interior_score,0.012
exterior_score,0.0033
