Feature,Percentage_Multiplier
building_area_total,0.061
lot_width,0.0202
bedrooms_above_grade,-0.0058
bathrooms_total_integer,0.0124
parking_total,0.0157
basement_score,0.0118
interior_score,0.0027
exterior_score,0.0108
