Feature,Percentage_Multiplier
building_area_total,-0.0158
lot_width,0.0625
bedrooms_above_grade,0.0229
bathrooms_total_integer,0.0749
parking_total,0.0298
basement_score,0.0171
interior_score,-0.0052
exterior_score,-0.0132
