Feature,Percentage_Multiplier
building_area_total,0.0117
lot_width,-0.0288
bedrooms_above_grade,0.0561
bathrooms_total_integer,0.0142
parking_total,0.0173
basement_score,0.0032
interior_score,0.0209
exterior_score,0.0074
