Feature,Percentage_Multiplier
building_area_total,0.0335
lot_width,0.0214
bedrooms_above_grade,-0.0181
bathrooms_total_integer,0.0891
parking_total,0.0276
basement_score,0.0063
interior_score,0.0318
exterior_score,0.0132
