Feature,Percentage_Multiplier
building_area_total,-0.1476
lot_width,0.0
bedrooms_above_grade,-0.0358
bathrooms_total_integer,0.1027
parking_total,0.0143
basement_score,-0.002
interior_score,-0.0168
exterior_score,0.0146
