Feature,Percentage_Multiplier
building_area_total,0.0949
lot_width,0.0343
bedrooms_above_grade,-0.0114
bathrooms_total_integer,0.0162
parking_total,0.0325
basement_score,0.0195
interior_score,0.0282
exterior_score,0.0258
