Feature,Percentage_Multiplier
building_area_total,0.0273
lot_width,0.0194
bedrooms_above_grade,0.0068
bathrooms_total_integer,0.0231
parking_total,0.0111
basement_score,0.0157
interior_score,0.0203
exterior_score,0.0079
