Feature,Percentage_Multiplier
building_area_total,0.0534
lot_width,0.0353
bedrooms_above_grade,0.0181
bathrooms_total_integer,0.1118
parking_total,0.0412
basement_score,0.0058
interior_score,0.0587
exterior_score,0.0142
