Feature,Percentage_Multiplier
building_area_total,0.0117
lot_width,0.0276
bedrooms_above_grade,0.0105
bathrooms_total_integer,0.0288
parking_total,0.0121
basement_score,0.0091
interior_score,0.0027
exterior_score,0.0115
