Feature,Percentage_Multiplier
building_area_total,0.1088
lot_width,0.0427
bedrooms_above_grade,0.0073
bathrooms_total_integer,0.0116
parking_total,0.0371
basement_score,0.0015
interior_score,-0.0087
exterior_score,0.0011
