Feature,Percentage_Multiplier
building_area_total,0.047
lot_width,-0.0609
bedrooms_above_grade,-0.0147
bathrooms_total_integer,0.1309
parking_total,0.0422
basement_score,-0.0329
interior_score,0.0296
exterior_score,0.0458
