Feature,Percentage_Multiplier
building_area_total,0.0677
lot_width,-0.0793
bedrooms_above_grade,-0.0602
bathrooms_total_integer,0.0604
parking_total,0.0607
basement_score,-0.0362
interior_score,0.0319
exterior_score,0.108
