Feature,Percentage_Multiplier
building_area_total,-0.0213
lot_width,0.0246
bedrooms_above_grade,0.0292
bathrooms_total_integer,0.0108
parking_total,0.0119
basement_score,0.0114
interior_score,0.0098
exterior_score,0.0161
