Feature,Percentage_Multiplier
building_area_total,0.0111
lot_width,0.127
bedrooms_above_grade,0.0032
bathrooms_total_integer,0.0592
parking_total,-0.0345
basement_score,0.0419
interior_score,0.0243
exterior_score,0.049
