Feature,Percentage_Multiplier
building_area_total,-0.0376
lot_width,0.0
bedrooms_above_grade,0.0851
bathrooms_total_integer,0.0186
parking_total,-0.0048
basement_score,0.0
interior_score,0.0215
exterior_score,0.018
