Feature,Percentage_Multiplier
building_area_total,0.0164
lot_width,0.0267
bedrooms_above_grade,-0.0188
bathrooms_total_integer,0.2591
parking_total,0.0548
basement_score,0.0275
interior_score,0.0183
exterior_score,-0.0077
