Feature,Percentage_Multiplier
building_area_total,0.1059
lot_width,0.0
bedrooms_above_grade,0.0123
bathrooms_total_integer,0.0001
parking_total,-0.0077
basement_score,0.0
interior_score,0.0556
exterior_score,0.0147
