Feature,Percentage_Multiplier
building_area_total,0.0374
lot_width,0.0788
bedrooms_above_grade,0.0129
bathrooms_total_integer,0.1335
parking_total,0.025
basement_score,0.0077
interior_score,-0.0018
exterior_score,0.0167
