Feature,Percentage_Multiplier
building_area_total,-0.0139
lot_width,0.024
bedrooms_above_grade,0.0408
bathrooms_total_integer,0.0335
parking_total,0.0186
basement_score,0.0076
interior_score,0.0278
exterior_score,0.0161
