Feature,Percentage_Multiplier
building_area_total,0.0408
lot_width,0.0541
bedrooms_above_grade,0.002
bathrooms_total_integer,0.0111
parking_total,-0.0132
basement_score,0.003
interior_score,0.0284
exterior_score,0.0051
