Feature,Percentage_Multiplier
building_area_total,0.0198
lot_width,0.0344
bedrooms_above_grade,0.0225
bathrooms_total_integer,0.104
parking_total,0.0235
basement_score,0.0088
interior_score,0.0136
exterior_score,0.0136
