Feature,Percentage_Multiplier
building_area_total,0.0678
lot_width,0.1695
bedrooms_above_grade,0.014
bathrooms_total_integer,0.0307
parking_total,0.0439
basement_score,0.013
interior_score,0.0214
exterior_score,0.0658
