Feature,Percentage_Multiplier
building_area_total,0.1468
lot_width,0.0
bedrooms_above_grade,0.0253
bathrooms_total_integer,0.0351
parking_total,0.0275
basement_score,0.0
interior_score,0.0415
exterior_score,-0.0258
