Feature,Percentage_Multiplier
building_area_total,0.1129
lot_width,0.0393
bedrooms_above_grade,-0.0109
bathrooms_total_integer,0.0391
parking_total,0.0429
basement_score,0.0266
interior_score,0.0222
exterior_score,-0.0125
