Feature,Percentage_Multiplier
building_area_total,0.0351
lot_width,0.0252
bedrooms_above_grade,0.0161
bathrooms_total_integer,0.0188
parking_total,0.0331
basement_score,0.0119
interior_score,0.0178
exterior_score,0.0151
