Feature,Percentage_Multiplier
building_area_total,0.0312
lot_width,-0.038
bedrooms_above_grade,-0.0037
bathrooms_total_integer,0.0327
parking_total,0.0189
basement_score,0.0128
interior_score,0.0302
exterior_score,0.0111
