Feature,Percentage_Multiplier
building_area_total,0.0339
lot_width,0.0809
bedrooms_above_grade,-0.0131
bathrooms_total_integer,0.0759
parking_total,0.1344
basement_score,0.0118
interior_score,0.022
exterior_score,0.0253
