Feature,Percentage_Multiplier
building_area_total,0.0299
lot_width,0.0227
bedrooms_above_grade,0.0107
bathrooms_total_integer,0.0882
parking_total,0.0123
basement_score,0.0073
interior_score,0.0282
exterior_score,0.0206
