Feature,Percentage_Multiplier
building_area_total,0.1115
lot_width,-0.0817
bedrooms_above_grade,0.039
bathrooms_total_integer,0.0686
parking_total,0.1223
basement_score,0.0225
interior_score,-0.052
exterior_score,0.0948
