Feature,Percentage_Multiplier
building_area_total,0.081
lot_width,0.037
bedrooms_above_grade,0.0096
bathrooms_total_integer,0.1167
parking_total,0.0614
basement_score,0.0464
interior_score,0.0542
exterior_score,0.0558
