Feature,Percentage_Multiplier
building_area_total,0.0511
lot_width,0.0292
bedrooms_above_grade,0.0193
bathrooms_total_integer,0.1482
parking_total,0.0105
basement_score,0.0142
interior_score,0.0391
exterior_score,0.0188
