Feature,Percentage_Multiplier
building_area_total,0.0092
lot_width,-0.0494
bedrooms_above_grade,0.016
bathrooms_total_integer,0.0707
parking_total,0.0152
basement_score,-0.0018
interior_score,0.017
exterior_score,0.0055
