Feature,Percentage_Multiplier
building_area_total,0.082
lot_width,-0.0536
bedrooms_above_grade,-0.0123
bathrooms_total_integer,0.0073
parking_total,0.0196
basement_score,0.0061
interior_score,0.0296
exterior_score,0.0151
