Feature,Percentage_Multiplier
building_area_total,0.1478
lot_width,0.0
bedrooms_above_grade,0.0276
bathrooms_total_integer,-0.0116
parking_total,-0.0206
basement_score,0.0002
interior_score,0.0392
exterior_score,-0.0172
