Feature,Percentage_Multiplier
building_area_total,0.0783
lot_width,0.0519
bedrooms_above_grade,0.0187
bathrooms_total_integer,0.0299
parking_total,0.0451
basement_score,0.0148
interior_score,0.0219
exterior_score,0.0225
