Feature,Percentage_Multiplier
building_area_total,0.094
lot_width,-0.0056
bedrooms_above_grade,-0.0103
bathrooms_total_integer,0.1638
parking_total,-0.0221
basement_score,0.0023
interior_score,0.0434
exterior_score,0.0341
