Feature,Percentage_Multiplier
building_area_total,0.028
lot_width,0.0399
bedrooms_above_grade,0.0243
bathrooms_total_integer,0.0197
parking_total,0.0113
basement_score,-0.0112
interior_score,0.0095
exterior_score,0.0037
