Feature,Percentage_Multiplier
building_area_total,0.2262
lot_width,0.0585
bedrooms_above_grade,-0.0074
bathrooms_total_integer,0.0603
parking_total,0.0161
basement_score,-0.0184
interior_score,0.0326
exterior_score,0.0352
