Feature,Percentage_Multiplier
building_area_total,0.0807
lot_width,0.062
bedrooms_above_grade,-0.0171
bathrooms_total_integer,0.0607
parking_total,0.0289
basement_score,-0.0216
interior_score,0.0202
exterior_score,0.0197
