Feature,Percentage_Multiplier
building_area_total,0.0219
lot_width,-0.0357
bedrooms_above_grade,-0.0061
bathrooms_total_integer,0.0444
parking_total,0.0169
basement_score,0.0054
interior_score,0.0265
exterior_score,0.0042
