Feature,Percentage_Multiplier
building_area_total,-0.0367
lot_width,-0.0
bedrooms_above_grade,0.0812
bathrooms_total_integer,-0.0057
parking_total,0.0
basement_score,-0.0023
interior_score,0.0137
exterior_score,0.0097
