Feature,Percentage_Multiplier
building_area_total,0.0327
lot_width,0.0355
bedrooms_above_grade,0.0382
bathrooms_total_integer,0.0205
parking_total,0.0144
basement_score,0.0241
interior_score,0.0078
exterior_score,-0.0076
