Feature,Percentage_Multiplier
building_area_total,0.0444
lot_width,-0.0361
bedrooms_above_grade,0.0194
bathrooms_total_integer,0.0873
parking_total,0.0598
basement_score,0.0204
interior_score,0.0172
exterior_score,0.0487
