Feature,Percentage_Multiplier
building_area_total,0.0167
lot_width,0.0481
bedrooms_above_grade,-0.006
bathrooms_total_integer,0.0784
parking_total,-0.0065
basement_score,-0.005
interior_score,0.0324
exterior_score,0.0162
