Feature,Percentage_Multiplier
building_area_total,0.0148
lot_width,0.1359
bedrooms_above_grade,-0.0181
bathrooms_total_integer,0.0462
parking_total,0.0473
basement_score,-0.0151
interior_score,0.0231
exterior_score,0.0259
