Feature,Percentage_Multiplier
building_area_total,0.0861
lot_width,0.0233
bedrooms_above_grade,0.0109
bathrooms_total_integer,0.0419
parking_total,0.0218
basement_score,-0.007
interior_score,0.0172
exterior_score,0.0208
