Feature,Percentage_Multiplier
building_area_total,0.1047
lot_width,0.0
bedrooms_above_grade,0.0287
bathrooms_total_integer,0.1845
parking_total,0.0709
basement_score,-0.0032
interior_score,0.0198
exterior_score,0.0108
