Feature,Percentage_Multiplier
building_area_total,0.0174
lot_width,0.0638
bedrooms_above_grade,0.0322
bathrooms_total_integer,0.0293
parking_total,0.0367
basement_score,0.024
interior_score,0.0081
exterior_score,0.0152
